Fri Jan  9 22:34:28 2015
('parms:', 'rural.srt', 25, 50, ' - tot-sys-kda:', 2.500875656742557, 341.75206605531173, 41.0385288966725, 1142, ' - anon-only-kda:', 3.966292134831461, 730.8630326501236, 82.06179775280899, 534, 115)
('parms:', 'rural.srt', 25, 100, ' - tot-sys-kda:', 2.5131348511383536, 349.0773817520814, 42.220665499124344, 1142, ' - anon-only-kda:', 3.99250936329588, 746.5287826982715, 84.88202247191012, 534, 115)
('parms:', 'rural.srt', 25, 150, ' - tot-sys-kda:', 2.549912434325744, 357.44442701855303, 43.249562171628725, 1142, ' - anon-only-kda:', 4.074766355140187, 762.9935245891356, 88.82803738317757, 535, 116)
('parms:', 'rural.srt', 50, 50, ' - tot-sys-kda:', 4.147110332749562, 429.80234511345765, 36.39754816112084, 1142, ' - anon-only-kda:', 7.51498127340824, 919.165314830653, 77.83895131086142, 534, 115)
('parms:', 'rural.srt', 50, 100, ' - tot-sys-kda:', 4.137478108581436, 432.24024058992114, 37.3169877408056, 1142, ' - anon-only-kda:', 7.49438202247191, 924.3789414863107, 79.80524344569288, 534, 115)
('parms:', 'rural.srt', 50, 150, ' - tot-sys-kda:', 4.1795096322241685, 434.1335843979598, 38.41155866900175, 1142, ' - anon-only-kda:', 7.570093457943925, 926.692623144804, 81.99252336448598, 535, 116)
('parms:', 'rural.srt', 75, 50, ' - tot-sys-kda:', 5.6523642732049035, 452.19643641883874, 31.78633975481611, 1142, ' - anon-only-kda:', 10.734082397003744, 967.0567984837337, 67.97752808988764, 534, 115)
('parms:', 'rural.srt', 75, 100, ' - tot-sys-kda:', 5.684763572679509, 455.38085303083216, 32.79684763572679, 1142, ' - anon-only-kda:', 10.803370786516854, 973.8669179048883, 70.13857677902622, 534, 115)
('parms:', 'rural.srt', 75, 150, ' - tot-sys-kda:', 5.700525394045534, 456.71400723427445, 33.676882661996494, 1142, ' - anon-only-kda:', 10.816822429906543, 974.8923294608251, 71.88598130841122, 535, 116)
('parms:', 'rural.srt', 100, 50, ' - tot-sys-kda:', 7.017513134851138, 480.96915158430147, 27.97460595446585, 1142, ' - anon-only-kda:', 13.653558052434457, 1028.5894590061278, 59.825842696629216, 534, 115)
('parms:', 'rural.srt', 100, 100, ' - tot-sys-kda:', 7.071803852889667, 480.4688663932927, 28.71628721541156, 1142, ' - anon-only-kda:', 13.769662921348315, 1027.519560713746, 61.41198501872659, 534, 115)
('parms:', 'rural.srt', 100, 150, ' - tot-sys-kda:', 7.140980735551664, 477.492885250495, 29.817863397548162, 1142, ' - anon-only-kda:', 13.891588785046729, 1019.2464952449819, 63.64859813084112, 535, 116)
('parms:', 'urban.srt', 25, 50, ' - tot-sys-kda:', 8.5962441314554, 458.20099917241106, 33.75363290856249, 4473, ' - anon-only-kda:', 15.617647058823529, 899.7072297182593, 66.2774363476734, 2278, 679)
('parms:', 'urban.srt', 25, 100, ' - tot-sys-kda:', 8.864296892465907, 470.4740395454952, 36.9856919293539, 4473, ' - anon-only-kda:', 16.067715159458277, 919.3667011301878, 72.27479248580165, 2289, 687)
('parms:', 'urban.srt', 25, 150, ' - tot-sys-kda:', 8.972278113123183, 480.4584500116939, 40.01542588866533, 4473, ' - anon-only-kda:', 16.16702819956616, 932.360367419656, 77.65249457700651, 2305, 700)
('parms:', 'urban.srt', 50, 50, ' - tot-sys-kda:', 16.37625754527163, 477.5740507147673, 29.18041582830315, 4473, ' - anon-only-kda:', 30.89420544337138, 937.7474665703046, 57.29762949956102, 2278, 679)
('parms:', 'urban.srt', 50, 100, ' - tot-sys-kda:', 16.646322378716746, 487.25978179196153, 32.39526045159848, 4473, ' - anon-only-kda:', 31.27479248580166, 952.1681974466771, 63.304499781564004, 2289, 687)
('parms:', 'urban.srt', 50, 150, ' - tot-sys-kda:', 16.8978314330427, 496.38378573955595, 35.497652582159624, 4473, ' - anon-only-kda:', 31.5470715835141, 963.264500482878, 68.88546637744035, 2305, 700)
('parms:', 'urban.srt', 75, 50, ' - tot-sys-kda:', 23.626425217974514, 492.7793030217514, 24.92488262910798, 4473, ' - anon-only-kda:', 45.13037752414399, 967.6039606744047, 48.94161545215101, 2278, 679)
